Title,Authors,Corporate_Authors,Editors,Book_Editors,Source_Title,Publication_Date,Publication_Year,Volume,Issue,Part_Number,Supplement,Special_Issue,Beginning_Page,Ending_Page,Article_Number,DOI,Conference_Title,Conference_Date,Total_Citations,Average_per_Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Dietary intake of n-3, n-6 fatty acids and fish: Relationship with hostility in young adults - the CARDIA study","Iribarren, C; Markovitz, JH; Jacobs, DR; Schreiner, PJ; Daviglus, M; Hibbeln, JR",,,,EUROPEAN JOURNAL OF CLINICAL NUTRITION,JAN 2004,2004,58,1,,,,24,31,,10.1038/sj.ejcn.1601739,,,81,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,6,6,9,1,7,3,5,3,5,5,3,3,0,3,0
Increase in fasting insulin and glucose over seven years with increasing weight and inactivity of young adults - The CARDIA study,"Folsom, AR; Jacobs, DR; Wagenknecht, LE; Winkhart, SP; Yunis, C; Hilner, JE; Savage, PJ; Smith, DE; Flack, JM",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,AUG 1 1996,1996,144,3,,,,235,246,,,,,81,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,7,6,2,2,2,2,6,3,7,3,1,6,4,7,5,2,0,2,2,2,0
"Lifestyle-Related Factors, Obesity, and Incident Microalbuminuria: The CARDIA (Coronary Artery Risk Development in Young Adults) Study","Chang, Alex; Van Horn, Linda; Jacobs, David R., Jr.; Liu, Kiang; Muntner, Paul; Newsome, Britt; Shoham, David A.; Durazo-Arvizu, Ramon; Bibbins-Domingo, Kirsten; Reis, Jared; Kramer, Holly",,,,AMERICAN JOURNAL OF KIDNEY DISEASES,AUG 2013,2013,62,2,,,,267,275,,10.1053/j.ajkd.2013.02.363,,,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,34,8,11,7,0
Dietary patterns matter: diet beverages and cardiometabolic risks in the longitudinal Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Duffey, Kiyah J.; Steffen, Lyn M.; Van Horn, Linda; Jacobs, David R., Jr.; Popkin, Barry M.",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,APR 2012,2012,95,4,,,,909,915,,10.3945/ajcn.111.026682,,,80,8.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,12,15,8,12,8,3,0
"Oxidative stress, inflammation, endothelial dysfunction and incidence of type 2 diabetes","Odegaard, Andrew O.; Jacobs, David R., Jr.; Sanchez, Otto A.; Goff, David C., Jr.; Reiner, Alexander P.; Gross, Myron D.",,,,CARDIOVASCULAR DIABETOLOGY,MAR 24 2016,2016,15,,,,,,,51,10.1186/s12933-016-0369-6,,,79,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,23,19,12,0
Associations between nonalcoholic fatty liver disease and subclinical atherosclerosis in middle-aged adults: The Coronary Artery Risk Development in Young Adults Study,"VanWagner, Lisa B.; Ning, Hongyan; Lewis, Cora E.; Shay, Christina M.; Wilkins, John; Carr, J. Jeffrey; Terry, James G.; Lloyd-Jones, Donald M.; Jacobs, David R., Jr.; Carnethon, Mercedes R.",,,,ATHEROSCLEROSIS,AUG 2014,2014,235,2,,,,599,605,,10.1016/j.atherosclerosis.2014.05.962,,,79,11.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,22,18,11,8,6,0
Breakfast Frequency and Development of Metabolic Risk,"Odegaard, Andrew O.; Jacobs, David R., Jr.; Steffen, Lyn M.; Van Horn, Linda; Ludwig, David S.; Pereira, Mark A.",,,,DIABETES CARE,OCT 2013,2013,36,10,,,,3100,3106,,10.2337/dc13-0316,,,79,9.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,11,10,21,9,0
"ETHNIC-DIFFERENCES IN BLOOD-PRESSURE, PULSE-RATE, AND RELATED CHARACTERISTICS IN YOUNG-ADULTS - THE CARDIA STUDY","LIU, K; BALLEW, C; JACOBS, DR; SIDNEY, S; SAVAGE, PJ; DYER, A; HUGHES, G; BLANTON, MM",,,,HYPERTENSION,AUG 1989,1989,14,2,,,,218,226,,10.1161/01.HYP.14.2.218,,,79,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,11,2,4,2,5,5,0,0,3,3,5,1,1,0,4,3,1,3,2,2,4,2,1,0,0,0
Childbearing is associated with higher incidence of the metabolic syndrome among women of reproductive age controlling for measurements before pregnancy: the CARDIA study,"Gunderson, Erica P.; Jacobs, David R., Jr.; Chiang, Vicky; Lewis, Cora E.; Tsai, Ailin; Quesenberry, Charles P., Jr.; Sidney, Stephen",,,,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,AUG 2009,2009,201,2,,,,,,177.e1,10.1016/j.ajog.2009.03.031,46th Annual Conference on Cardiovascular Disease Epidemiology and Prevention,"MAR 02-05, 2006",78,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,6,7,10,9,6,10,7,4,0
Longitudinal association of body mass index with lung function: The CARDIA Study,"Thyagarajan, Bharat; Jacobs, David R., Jr.; Apostol, George G.; Smith, Lewis J.; Jensen, Robert L.; Crapo, Robert O.; Barr, R. Graham; Lewis, Cora E.; Williams, O. Dale",,,,RESPIRATORY RESEARCH,APR 4 2008,2008,9,,,,,,,31,10.1186/1465-9921-9-31,,,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,8,7,9,8,5,4,8,5,9,3,0
Physical activity in young adults and incident hypertension over 15 years of follow-up: The CARDIA study,"Parker, Emily D.; Schmitz, Kathryn H.; Jacobs, David R., Jr.; Dengel, Donald R.; Schreiner, Pamela J.",,,,AMERICAN JOURNAL OF PUBLIC HEALTH,APR 2007,2007,97,4,,,,703,709,,10.2105/AJPH.2004.055889,,,78,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,5,9,4,4,7,4,9,9,6,6,0
Prevalence and health implications of anti-gay discrimination: A study of black and white women and men in the CARDIA cohort,"Krieger, N; Sidney, S",,,,INTERNATIONAL JOURNAL OF HEALTH SERVICES,1997,1997,27,1,,,,157,176,,10.2190/HPB8-5M2N-VK6X-0FWN,,,78,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,8,1,2,2,2,6,4,4,2,4,7,1,2,10,5,0,7,2,0
"Neighbourhood characteristics, individual level socioeconomic factors, and depressive symptoms in young adults: the CARDIA study","Henderson, C; Roux, AVD; Jacobs, DR; Kiefe, CI; West, D; Williams, DR",,,,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,APR 2005,2005,59,4,,,,322,328,,10.1136/jech.2003.018846,,,77,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,5,5,8,8,6,5,7,9,6,1,1,4,1,0
HEMOSTATIC FACTORS IN THE CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,"GREEN, D; RUTH, KJ; FOLSOM, AR; LIU, K",,,,ARTERIOSCLEROSIS AND THROMBOSIS,MAY 1994,1994,14,5,,,,686,693,,10.1161/01.ATV.14.5.686,,,77,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,6,5,4,2,3,4,4,3,9,0,3,2,4,1,1,3,2,1,0,0,0,0,0
Association of Coronary Artery Calcium in Adults Aged 32 to 46 Years With Incident Coronary Heart Disease and Death,"Carr, John Jeffrey; Jacobs, David R., Jr.; Terry, James G.; Shay, Christina M.; Sidney, Stephen; Liu, Kiang; Schreiner, Pamela J.; Lewis, Cora E.; Shikany, James M.; Reis, Jared P.; Goff, David C., Jr.",,,,JAMA CARDIOLOGY,APR 2017,2017,2,4,,,,391,399,,10.1001/jamacardio.2016.5493,,,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,29,16,0
Modeling Multisystem Biological Risk in Young Adults: The Coronary Artery Risk Development in Young Adults Study,"Seeman, Teresa; Gruenewald, Tara; Karlamangla, Arun; Sidney, Steve; Liu, Kiang; McEwen, Bruce; Schwartz, Joseph",,,,AMERICAN JOURNAL OF HUMAN BIOLOGY,JUL-AUG 2010,2010,22,4,,,,463,472,,10.1002/ajhb.21018,,,76,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,9,4,6,8,14,6,9,0,0
Cardiovascular health through young adulthood and cognitive functioning in midlife,"Reis, Jared P.; Loria, Catherine M.; Launer, Lenore J.; Sidney, Stephen; Liu, Kiang; Jacobs, David R., Jr.; Zhu, Na; Lloyd-Jones, Donald M.; He, Ka; Yaffe, Kristine",,,,ANNALS OF NEUROLOGY,FEB 2013,2013,73,2,,,,170,179,,10.1002/ana.23836,,,75,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,15,11,10,9,3,0
Childbearing may increase visceral adipose tissue independent of overall increase in body fat,"Gunderson, Erica P.; Sternfeld, Barbara; Wellons, Melissa F.; Whitmer, Rachel A.; Chiang, Vicky; Quesenberry, Charles P., Jr.; Lewis, Cora E.; Sidney, Stephen",,,,OBESITY,MAY 2008,2008,16,5,,,,1078,1084,,10.1038/oby.2008.40,,,75,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,6,10,5,8,8,5,4,8,4,0
"The prospective relationships between smoking and weight in a young, biracial cohort: The coronary artery risk development in young adults study","Klesges, RC; Ward, KD; Ray, JW; Cutter, G; Jacobs, DR; Wagenknecht, LE",,,,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,DEC 1998,1998,66,6,,,,987,993,,10.1037/0022-006X.66.6.987,,,75,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,4,7,3,1,7,11,5,3,4,4,0,4,1,4,3,0,0,0
History of Gestational Diabetes Mellitus and Future Risk of Atherosclerosis in Mid-life: The Coronary Artery Risk Development in Young Adults Study,"Gunderson, Erica P.; Chiang, Vicky; Pletcher, Mark J.; Jacobs, David R., Jr.; Quesenberry, Charles P., Jr.; Sidney, Stephen; Lewis, Cora E.",,,,JOURNAL OF THE AMERICAN HEART ASSOCIATION,APR 2014,2014,3,2,,,,,,e000490,10.1161/JAHA.113.000490,,,74,10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,12,16,12,6,0
"Race, life course socioeconomic position, racial discrimination, depressive symptoms and self-rated health","Hudson, Darrell L.; Puterrnan, Eli; Bibbins-Domingo, Kirsten; Matthews, Karen A.; Adler, Nancy E.",,,,SOCIAL SCIENCE & MEDICINE,NOV 2013,2013,97,,,,SI,7,14,,10.1016/j.socscimed.2013.07.031,,,74,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,8,21,16,10,0
Elevated fibrinogen levels and subsequent subclinical atherosclerosis: The CARDIA Study,"Green, David; Foiles, Nancy; Chan, Cheeling; Schreinere, Pamela J.; Liu, Kiang",,,,ATHEROSCLEROSIS,FEB 2009,2009,202,2,,,,623,631,,10.1016/j.atherosclerosis.2008.05.039,,,73,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,5,10,7,8,2,7,1,4,4,0
Abdominal obesity and coronary artery calcification in young adults: the coronary artery risk development in young adults (CARDIA) study,"Lee, Chong-Do; Jacobs, David R., Jr.; Schreiner, Pamela J.; Iribarren, Carlos; Hankinson, Arlene",,,,AMERICAN JOURNAL OF CLINICAL NUTRITION,JUL 2007,2007,86,1,,,,48,54,,,,,73,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,5,6,9,9,5,9,3,8,2,2,0
Lactation and changes in maternal metabolic risk factors,"Gunderson, Erica P.; Lewis, Cora E.; Wei, Gina S.; Whitmer, Rachel A.; Quesenberry, Charles P.; Sidney, Steve",,,,OBSTETRICS AND GYNECOLOGY,MAR 2007,2007,109,3,,,,729,738,,10.1097/01.AOG.0000252831.06695.03,,,73,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,5,2,6,8,5,8,7,8,10,0,0
Associations of serum carotenoid concentrations with the development of diabetes and with insulin concentration: Interaction with smoking - The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Hozawa, A; Jacobs, DR; Steffes, MW; Gross, MD; Steffen, LM; Lee, DH",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,MAY 15 2006,2006,163,10,,,,929,937,,10.1093/aje/kwj136,,,72,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,2,10,8,1,6,9,3,4,2,4,3,0
Ten-year changes in smoking among young adults: Are racial differences explained by socioeconomic factors in the CARDIA study?,"Kiefe, CI; Williams, OD; Lewis, CE; Allison, JJ; Sekar, P; Wagenknecht, LE",,,,AMERICAN JOURNAL OF PUBLIC HEALTH,FEB 2001,2001,91,2,,,,213,218,,10.2105/AJPH.91.2.213,,,72,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,8,3,6,12,9,2,5,3,4,0,2,2,0,1,2,1,0
OBESITY AND OVERWEIGHT IN YOUNG-ADULTS - THE CARDIA STUDY,"BURKE, GL; JACOBS, DR; SPRAFKA, JM; SAVAGE, PJ; SIDNEY, S; WAGENKNECHT, LE",,,,PREVENTIVE MEDICINE,JUL 1990,1990,19,4,,,,476,488,,10.1016/0091-7435(90)90045-L,,,72,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,7,5,1,1,4,6,5,1,4,1,5,1,4,1,1,2,1,2,4,0,0,1,0,0,0,1,0
"Smoking, nicotine dependence, and depressive symptoms in the CARDIA study - Effects of educational status","Son, BK; Markovitz, JH; Winders, S; Smith, D",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,JAN 15 1997,1997,145,2,,,,110,116,,,,,70,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,2,4,6,1,3,1,2,5,3,3,3,3,3,6,2,0,2,3,3,2,0
Increases in job strain are associated with incident hypertension in the CARDIA study,"Markovitz, JH; Matthews, KA; Whooley, M; Lewis, CE; Greenlund, KJ",,,,ANNALS OF BEHAVIORAL MEDICINE,AUG 2004,2004,28,1,,,,4,9,,10.1207/s15324796abm2801_2,,,69,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,1,6,5,1,7,3,6,3,7,6,2,2,3,0
Kidney Stones and Subclinical Atherosclerosis in Young Adults: The CARDIA Study,"Reiner, Alexander P.; Kahn, Arnold; Eisner, Brian H.; Pletcher, Mark J.; Sadetsky, Natalia; Williams, O. Dale; Polak, Joseph F.; Jacobs, David R., Jr.; Stoller, Marshall L.",,,,JOURNAL OF UROLOGY,MAR 2011,2011,185,3,,,,920,925,,10.1016/j.juro.2010.10.086,,,68,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,11,9,8,6,8,7,3,0
Prediction of coronary artery calcium in young adults using the Pathobiological Determinants of Atherosclerosis in Youth (PDAY) risk score - The CARDIA study,"Gidding, Samuel S.; McMahan, Alex; McGill, Henry C.; Colangelo, Laura A.; Schreiner, Pamela J.; Williams, O. Dale; Liu, Kiang",,,,ARCHIVES OF INTERNAL MEDICINE,NOV 27 2006,2006,166,21,,,,2341,2347,,10.1001/archinte.166.21.2341,,,68,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,10,8,4,5,7,5,3,6,3,2,0,0
