Grant_Numbers,records,percent_of_total
CA-91401,1,0.003
CA-D*NTR-6316-H,1,0.003
CA/ES62984,1,0.003
CA006927,1,0.003
CA015776,1,0.003
CA016058,1,0.003
CA01755,1,0.003
CA02201,1,0.003
CA023100-29,1,0.003
CA047888,1,0.003
CA048998,1,0.003
CA059268,1,0.003
CA072613,1,0.003
CA077026,1,0.003
CA077398,1,0.003
CA078703,1,0.003
CA081595,1,0.003
CA081969,1,0.003
CA085846,1,0.003
CA09001,1,0.003
CA091842,1,0.003
CA092447,1,0.003
CA09529,1,0.003
CA096836,1,0.003
CA098122,1,0.003
CA098566,1,0.003
CA100243,1,0.003
CA101936,1,0.003
CA102777,1,0.003
CA104223,1,0.003
CA105051,1,0.003
CA106591,1,0.003
CA106928,1,0.003
CA109250,1,0.003
CA109804,1,0.003
CA110518,1,0.003
CA110793,1,0.003
CA112035,1,0.003
CA112532,1,0.003
CA113710,1,0.003
CA113710-05,1,0.003
CA114609,1,0.003
CA116867,1,0.003
CA119159,1,0.003
CA120929-01,1,0.003
CA124693,1,0.003
CA127725,1,0.003
CA131653,1,0.003
CA131945,1,0.003
CA138338,1,0.003
CA141298,1,0.003
CA141700,1,0.003
CA142081,1,0.003
CA148791,1,0.003
CA15136,1,0.003
CA152425,1,0.003
CA154054,1,0.003
CA157509,1,0.003
CA16056-26,1,0.003
CA160607,1,0.003
CA16115 EuroSoftCalcNet,1,0.003
CA164974,1,0.003
CA16713,1,0.003
CA17129,1,0.003
CA172220,1,0.003
CA175772,1,0.003
CA17613,1,0.003
CA176726,1,0.003
CA182913,1,0.003
CA185490,1,0.003
CA18964,1,0.003
CA193193,1,0.003
CA195124,1,0.003
CA204801,1,0.003
CA21111,1,0.003
CA218520,1,0.003
CA219144,1,0.003
CA23100,1,0.003
CA23318,1,0.003
CA29580,1,0.003
CA34196,1,0.003
CA35809,1,0.003
CA37429,1,0.003
CA38392,1,0.003
CA39174,1,0.003
CA40002,1,0.003
CA41108,1,0.003
CA42440,1,0.003
CA42730,1,0.003
CA45762,1,0.003
CA47888,1,0.003
CA49761,1,0.003
CA50385-09,1,0.003
CA52051,1,0.003
CA53890,1,0.003
CA54281,1,0.003
CA55069,1,0.003
CA56420,1,0.003
CA57726,1,0.003
CA59048,1,0.003
CA61309,1,0.003
CA62528-01,1,0.003
CA63136,1,0.003
CA65725,1,0.003
CA67883,1,0.003
CA69568,1,0.003
CA70972,1,0.003
CA71789,1,0.003
CA73330,1,0.003
CA77145,1,0.003
CA77598,1,0.003
CA77839,1,0.003
CA77856,1,0.003
CA78603,1,0.003
CA80205,1,0.003
CA81301,1,0.003
CA84719,1,0.003
CA87472,1,0.003
CA88272,1,0.003
CA88935-S,1,0.003
CA89139,1,0.003
CA89392,1,0.003
CA90789,1,0.003
CA91842,1,0.003
CA93658,1,0.003
CA94069,1,0.003
CA94273,1,0.003
CA94914,1,0.003
CA95060,1,0.003
CA95589,1,0.003
CA95835,1,0.003
CA98380,1,0.003
CAI 117789,1,0.003
CAMS-I2M,1,0.003
CAPES: 074/2012,1,0.003
CARC CC02-SF-022,1,0.003
CARDIA 1RO1-HL53560-01A1,1,0.003
CARS-05,1,0.003
CB-A1-S-21278,1,0.003
CB06/02/0045,1,0.003
CB06/03/0047-CIBER,1,0.003
CB07/0/018,1,0.003
CB12/03,1,0.003
CB12/03/30016,1,0.003
CB16/11/00371,1,0.003
CB16/11/00374,1,0.003
CB16/11/00403,1,0.003
CB16/11/00451,1,0.003
CBB-APQ-00075-09/CNPq 573646/2008-2,1,0.003
CBBS NN05,1,0.003
CBR-86906,1,0.003
CBR-94036,1,0.003
CC-0437-10-21-09-10,1,0.003
CC20080001,1,0.003
CCFIB AG 234150,1,0.003
CCR421449,1,0.003
CCREQ-2016-03-00003,1,0.003
CCTSI K23,1,0.003
CD07/00208,1,0.003
CD07/0083,1,0.003
CD09/00010,1,0.003
CD14/00246,1,0.003
CD19/00231,1,0.003
CD2 07-206-1,1,0.003
CDA 1 IK2 RX002324-01A1,1,0.003
CDA 11-261,1,0.003
CDA 12-276,1,0.003
CDA-09-028,1,0.003
CDA-2 F7212W,1,0.003
CDA13-025,1,0.003
CDC MM-1094-09/09,1,0.003
CDC-200-2006-18797,1,0.003
CDC-200-2015-63931,1,0.003
CDC-NIOSH 2 U54 OH007550,1,0.003
CDF-2009-02-05,1,0.003
CDF-2011-04-048,1,0.003
CDF-2014-07-020,1,0.003
CDO/D-98-2,1,0.003
CDR-1310-06998,1,0.003
CDRMP: W81XWH-14-SCIRP-CTA,1,0.003
CDS-APQ-01677-10,1,0.003
CDS-APQ-02189-10,1,0.003
CDS-APQ-02535-13,1,0.003
CDS-APQ-04643-10,1,0.003
CE 1000 1029,1,0.003
CE-1304-6208,1,0.003
CE170500005,1,0.003
CEECIND/01516/2017/CP1406/CT0001,1,0.003
CEECIND/01793/2017/CP1406/CT0002,1,0.003
CEN-20091006,1,0.003
CENTRO-01-0145-FEDER-000008: BrainHealth 2020,1,0.003
CENTRO-01-0145-FEDER-000012-HealthyAging2020,1,0.003
CERG16214415,1,0.003
CES09/030,1,0.003
CES10/030,1,0.003
CESA 201101,1,0.003
CFAR P30 AI50410,1,0.003
CFDA 93.848,1,0.003
CFER DT 15065,1,0.003
CFT/EFSA/PRAS/2012/04 - CT 01,1,0.003
CFTY720DBRO7T,1,0.003
CG/SERI/2010,1,0.003
CGA-81009,1,0.003
CGD-81009,1,0.003
CGG-TCVGH1020101-4.4,1,0.003
CGIEU0000219140,1,0.003
CGL 2005-3391,1,0.003
CGL2005-3391,1,0.003
CGL2008-03955,1,0.003
CGSD2-475515-2015,1,0.003
CGW-126580,1,0.003
CH/018/2008,1,0.003
CH/09/002,1,0.003
CH/12/4/29762,1,0.003
CH/1992001/6764,1,0.003
CHE-0911092,1,0.003
CHS HL-087652,1,0.003
CI/05/004,1,0.003
CIA-103071,1,0.003
CIBER CB06/03,1,0.003
CIBER CB06/03/0035,1,0.003
CIBER GB06/0210046,1,0.003
CIBER-02-082009,1,0.003
CIBER-CV,1,0.003
CIBER-EHD,1,0.003
CIBEROBN,1,0.003
CIBEROBN CB06/03,1,0.003
CIBEROBN CB12/03/30038,1,0.003
CIBERobn,1,0.003
CIC 2.26,1,0.003
CICYT AGL2009-13906-C02-01,1,0.003
CIFMS 2016-I2M-1-009,1,0.003
CIFRA/S-BIO0283/2006,1,0.003
CIHR MOP 114981,1,0.003
CIHR MOP 133419,1,0.003
CIHR MOP-42392,1,0.003
CIHR125913,1,0.003
CIRIT 1999SGR 00241,1,0.003
CIRM RB3-05129,1,0.003
CIRPD1D0031,1,0.003
CIRT-1999 SGR 00241,1,0.003
CM09/00031,1,0.003
CM10/00332,1,0.003
CM1406,1,0.003
CM1409,1,0.003
CMP00068,1,0.003
CMRC-CHM-2,1,0.003
CMRPD32035,1,0.003
CMRPF6B0021,1,0.003
CMRPG3A0624,1,0.003
CMRPG6B0111,1,0.003
CMRPG6F0432,1,0.003
CMRPG880841,1,0.003
CMRPG8J0891,1,0.003
CMU101-S-29,1,0.003
CMU105-ASIA-04,1,0.003
CMU106-N-04,1,0.003
CMU96-195,1,0.003
CMU99-TC-08,1,0.003
CN2012/327,1,0.003
CNIC 06/2007,1,0.003
CNIC-06,1,0.003
CNIC-06/2007,1,0.003
CNIC06,1,0.003
CNPq INCT 573747/2008-3,1,0.003
CNPq: 563961/2010-4,1,0.003
CNS-DSM-2017-035,1,0.003
CNS-DSM2018A34,1,0.003
CNS2014048B,1,0.003
CO02,1,0.003
COBRE P20 GM103527,1,0.003
COGINUT ANR-06-PNRA-005,1,0.003
COLL-CT-2005-516415,1,0.003
CON 14191/2007-7,1,0.003
CONACyT 2016-01-1958,1,0.003
CONACyT-G30544-H,1,0.003
CONS00846,1,0.003
CONTAMED FP7-ENV-212502,1,0.003
CORPG6F0032,1,0.003
COST 926 OC 124,1,0.003
CP 06/00100,1,0.003
CP 32,1,0.003
CP04/00060,1,0.003
CP10.11,1,0.003
CP10/00555,1,0.003
CP10/00604,1,0.003
CP10/360,1,0.003
CP12/03080,1,0.003
CP13/00188,1,0.003
CP15/00028,1,0.003
CP16/00039,1,0.003
CP2010-41,1,0.003
CPC 5824 HD050924,1,0.003
CPDA139317,1,0.003
CPP85705,1,0.003
CR 08M 3907,1,0.003
CR 10M 5339,1,0.003
CR 22850/1.3.2014,1,0.003
CR 83578501,1,0.003
CR83346301,1,0.003
CRAD001HUS188T,1,0.003
CRC 1052,1,0.003
CRC 1123,1,0.003
CRC TR19,1,0.003
CRC-16-01-KRICT,1,0.003
CRGGH-Z01HG200362,1,0.003
CRGGHZ01HG200362,1,0.003
CRI 11020-1,1,0.003
CRI 18016-1,1,0.003
CRIS 3092-51000-056-03S,1,0.003
CRIS 8050-51000-095-01S,1,0.003
CRM: 0022324,1,0.003
CRP1_105,1,0.003
CRRP2016-10MY-Huang,1,0.003
CRS 02-164,1,0.003
CRS 1102211,1,0.003
CRSII3_141908,1,0.003
CS-2016-16-020,1,0.003
CS/16/1/31878,1,0.003
CS/16/4/32482,1,0.003
CS2010-AP-111,1,0.003
CSD2009-00038,1,0.003
CSE133351,1,0.003
CSF2,1,0.003
CSH-2013-C-025,1,0.003
CSH-2015-C-006,1,0.003
CSMU-CMMC-103-04,1,0.003
CSMU-LSH-101-02,1,0.003
CSMU-LSH-102-01,1,0.003
CSP 594,1,0.003
CSP 701S,1,0.003
CSP 708D,1,0.003
CST/SERPD/D-1884/2008,1,0.003
CSTC-2008BB5129,1,0.003
CSTC-2010BB5037,1,0.003
CSTC-2011JJJQ10005,1,0.003
CSTC2005AA5008-5,1,0.003
CSTC2009AB5003,1,0.003
CSTC2011BB5031,1,0.003
CSUR2008052900010,1,0.003
CT5015,1,0.003
CTCD-201000019242-TRA,1,0.003
CTCD201000019242-TRA,1,0.003
CTH-100-1-2A14,1,0.003
CTN 0035-Ot,1,0.003
CTN 242,1,0.003
CTN 264,1,0.003
CTN01_00230_413096,1,0.003
CTP-79839,1,0.003
CTP-82941,1,0.003
CTQ2006-05981/BQU,1,0.003
CTQ2010-19008,1,0.003
CTS 942,1,0.003
CTS-03039,1,0.003
CTS-164,1,0.003
CTS-5015,1,0.003
CTS-6606,1,0.003
CTS159,1,0.003
CTS5015,1,0.003
CTSA #UL1-RR-0249139,1,0.003
CTSA IL1 TR000430,1,0.003
CTSA UL1 RR024128-01,1,0.003
CTSA UL1 RR024986,1,0.003
CTSA UL1- RR- 024982,1,0.003
CTSA UL1-RR-024156,1,0.003
CTSA UL1RR025747,1,0.003
CTSA-RR-024999,1,0.003
CTSA-UL-1-RR-024150,1,0.003
CTSA1 UL1 RR-024150,1,0.003
CTSI RR029890,1,0.003
CU 53/2-1,1,0.003
CUHK 4101/02M,1,0.003
CUHK 4465/06M,1,0.003
CUHK4312,1,0.003
CUHK470108,1,0.003
CUHK477813,1,0.003
CUP J59I17000320001,1,0.003
CURES-110,1,0.003
CUT11913,1,0.003
CVI-7450,1,0.003
CVON 2011-11,1,0.003
CVON2011-11 ARENA,1,0.003
CVON2011-19,1,0.003
CVON2014-02,1,0.003
CVON2017-11,1,0.003
CWS11J126,1,0.003
CX2016B471,1,0.003
CXTDB2017013,1,0.003
CXZZ13-0617,1,0.003
CXZZ20140909004122087,1,0.003
CZ.02.1.01/0.0/0.0/15_003/0000469,1,0.003
CZ.1.05/1.1.00/02.0123 + RVO-VFN64165/2012,1,0.003
CZ.1.07/2.3.00/20.0117,1,0.003
CZB/4/710,1,0.003
CZB/4/728,1,0.003
CZD/16/6,1,0.003
CZG/2/478,1,0.003
CZG/3/2/79,1,0.003
CZH 4 566,1,0.003
CZH/4/213,1,0.003
CZH/4/745,1,0.003
CardioMed-BSC0122,1,0.003
Career Scientist Award,1,0.003
Chap. 1501,,
CiberCV-CB16/11/0041,1,0.003
Cifre 2017.0004,1,0.003
CityU11666716,1,0.003
Clave M0023,1,0.003
CoG-2015_681742_NASCENT,1,0.003
Colorado CTSI UL1 RR025780,1,0.003
Columbia -U01-DK66667,1,0.003
Contract N01-HC-48047,1,0.003
Contract N01-HC-48049,1,0.003
D-048-120-1441,1,0.003
D.3.2.2013,1,0.003
D08050700320801,1,0.003
D084526-03: CA201415 02,1,0.003
D1 2008,1,0.003
D121107001012051,1,0.003
D131100005313003,1,0.003
D14-HP-00202,1,0.003
D141100000114003,1,0.003
D14EQ-033,1,0.003
D14HP00192-01,1,0.003
D15EQ-029,1,0.003
D171100002917001,1,0.003
D171100003017003,1,0.003
D1ARH16062,1,0.003
D1ARH20134,1,0.003
D2016015,1,0.003
D20515,1,0.003
D34HP16299,1,0.003
D43 TW000237,1,0.003
D43 TW000237-05,1,0.003
D43 TW009077,1,0.003
D43 TW009120,1,0.003
D43 TW009337,1,0.003
D43 TW009340,1,0.003
D43TW008332,1,0.003
D43TW009337,1,0.003
D43TW009574,1,0.003
D52MP03114-01-0,1,0.003
D52MP03114-02-0,1,0.003
D55E11002680005,1,0.003
D55HP05154,1,0.003
DA 00272,1,0.003
DA 00399,1,0.003
DA 006052,1,0.003
DA 011082,1,0.003
DA 013146-S1,1,0.003
DA 01388,1,0.003
DA 015570,1,0.003
DA 018061,1,0.003
DA 032558,1,0.003
DA 045539,1,0.003
DA 05702,1,0.003
DA 06043,1,0.003
DA 08656,1,0.003
DA 10049,1,0.003
DA 10073,1,0.003
DA 11598,1,0.003
DA 12777,1,0.003
DA 13146-S2,1,0.003
DA 15539,1,0.003
DA 17552,1,0.003
DA-011287,1,0.003
DA-012844,1,0.003
DA-016782-06,1,0.003
DA-03188,1,0.003
DA-037657,1,0.003
DA-05274,1,0.003
DA-09648,1,0.003
DA-10678,1,0.003
DA-8-5553,1,0.003
DA/AA 03395,1,0.003
DA00064,1,0.003
DA00244,1,0.003
DA00272,1,0.003
DA00467,1,0.003
DA010075,1,0.003
DA010726,1,0.003
DA011018,1,0.003
DA012237,1,0.003
DA012353,1,0.003
DA015226,1,0.003
DA015799,1,0.003
DA016388,1,0.003
DA016738,1,0.003
DA017589,1,0.003
DA017947,1,0.003
DA017949,1,0.003
DA018203,1,0.003
DA018343,1,0.003
DA018374,1,0.003
DA018734-01A1,1,0.003
DA018871-05,1,0.003
DA019704,1,0.003
DA020058,1,0.003
DA020705,1,0.003
DA020709,1,0.003
DA021814,1,0.003
DA022251,1,0.003
DA023026,1,0.003
DA023190,1,0.003
DA023200,1,0.003
DA023920,1,0.003
DA023973,1,0.003
DA025113,1,0.003
DA027021,1,0.003
DA02812,1,0.003
DA029227-01A1,1,0.003
DA032543,1,0.003
DA033813,1,0.003
DA034067-S1,1,0.003
DA034604,1,0.003
DA034608,1,0.003
DA034731,1,0.003
DA03572,1,0.003
DA036569,1,0.003
DA037202,1,0.003
DA037897,1,0.003
DA03893,1,0.003
DA039393,1,0.003
DA039658,1,0.003
DA039838,1,0.003
DA04059,1,0.003
DA04174,1,0.003
DA04334,1,0.003
DA04604,1,0.003
DA05605,1,0.003
DA06534,1,0.003
DA06630,1,0.003
DA07031,1,0.003
DA08885,1,0.003
DA09448,1,0.003
DA10060,1,0.003
DA10073,1,0.003
DA10809,1,0.003
DA11498,1,0.003
DA121645-05,1,0.003
DA12165,1,0.003
DA12167,1,0.003
DA12532,1,0.003
DA12568,1,0.003
DA12801 S1,1,0.003
DA12903,1,0.003
DA13288,1,0.003
DA13333,1,0.003
DA13555,1,0.003
DA13672,1,0.003
DA13773,1,0.003
DA140090,1,0.003
DA14039,1,0.003
DA14385,1,0.003
DA14501,1,0.003
DA14672,1,0.003
DA15539,1,0.003
DA15978,1,0.003
DA16307-01,1,0.003
DA16611,1,0.003
DA16903,1,0.003
DA17842,1,0.003
DA18715,1,0.003
DA20892,1,0.003
DA22720,1,0.003
DA23610,1,0.003
DA23705,1,0.003
DA25524,1,0.003
DA4604,1,0.003
DA9561,1,0.003
DAA 08-1-306,1,0.003
DAMD 17-01-0275,1,0.003
DAMD 17-03-0273,1,0.003
DAMD 17-03-2-0052,1,0.003
DAMD 17-99-1-9015,1,0.003
DAMD17-01-1-0760,1,0.003
DAMD17-02-1-0180,1,0.003
DAMD170210357,1,0.003
DAO72261-01,1,0.003
DAR 311,1,0.003
DAR 312,1,0.003
DBI-0620409,1,0.003
DBK39-03-C-0075,1,0.003
DBT-N881,1,0.003
DC-006459,1,0.003
DCC-U01 DK066557,1,0.003
DD02277,1,0.003
DDIG 0922436,1,0.003
DDK74680,1,0.003
DE-08845,1,0.003
DE-09514,1,0.003
DE-12587,1,0.003
DE-FC26-00NT40771,1,0.003
DE-FG02-05ER64026,1,0.003
DE00158,1,0.003
DE016631,1,0.003
DE018739,1,0.003
DE04898,1,0.003
DE07034,1,0.003
DE10145,1,0.003
DE120100161,1,0.003
DE13158,1,0.003
DE160100140,1,0.003
DEB-0819901,1,0.003
DEB-1237517,1,0.003
DEB-9910514,1,0.003
DEC-2011/03/B/NZ5/0571,1,0.003
DEC-2014/13/N/NZ7/00232,1,0.003
DEC-2015/16/T/NZ5/00168,1,0.003
DEG-PA 361/11-1,1,0.003
DEO4898,1,0.003
DEP 2010-21662-C04-01,1,0.003
DEP 2010-21662-C04-02,1,0.003
DEP 2010-21662-C04-03,1,0.003
DEP 2010-21662-C04-04,1,0.003
DEP2006-56184-C03-02/PREV,1,0.003
DEP2011-30565,1,0.003
DEP2013-47540,1,0.003
DEP2013-47786-R,1,0.003
DEP2017-91544-EXP,1,0.003
DF 70.040-020,1,0.003
DF07-014,1,0.003
DFF-1331-00113,1,0.003
DFF-1331-00730B,1,0.003
DFF-333-00124,1,0.003
DFF-4004-00111,1,0.003
DFF-4183-00570,1,0.003
DFF-6110-00183,1,0.003
DFF-7014-00047,1,0.003
DFG BA 2309/1-1,1,0.003
DFG ER 122/13-1,1,0.003
DFG Es 88/9-2,1,0.003
DFG H0 3314/2-1,1,0.003
DFG SFB/TRR219-M02/-S02,1,0.003
DFG Schu 672/12-1,1,0.003
DFG Vo 955/5-2,1,0.003
DFG WA 2593/2-1,1,0.003
DFG Wa 2673/4-1,1,0.003
DFG-FOR-604/2,1,0.003
DFG-HE 5666/1-1,1,0.003
DFG-PA 361/14-1,1,0.003
DFG/FZ82,1,0.003
DFG06/004,1,0.003
DFL2170601,1,0.003
DFS152265,1,0.003
DG 238819-13,1,0.003
DG216D5021,1,0.003
DG216D5047,1,0.003
DGE-0707424,1,0.003
DGE-0813962,1,0.003
DGE-1144081,1,0.003
DGE-1147383,1,0.003
DGE-1433187,1,0.003
DGE-1650604,1,0.003
DGE1122492,1,0.003
DGEST-5408.14,1,0.003
DHCS/04/G121/71,1,0.003
DHCS/G121/10,1,0.003
DHF-2007B103,1,0.003
DHHS HRSA D55HP05165,1,0.003
DI 722/13-1,1,0.003
DI-340-09,1,0.003
DI-4061-08,1,0.003
DI46107,1,0.003
DID SAL02/12-2,1,0.003
DK 02703,1,0.003
DK 02724-01A1,1,0.003
DK 053942,1,0.003
DK 061,,
DK 064391,1,0.003
DK 070790,1,0.003
DK 081141,1,0.003
DK 081913,1,0.003
DK 083537,1,0.003
DK 089137,1,0.003
DK 112374,1,0.003
DK 15556,1,0.003
DK 1RO1 DK064969,1,0.003
DK 20593,1,0.003
DK 26687,1,0.003
DK 2818-02,1,0.003
DK 29867,1,0.003
DK 32640,1,0.003
DK 3481,1,0.003
DK 36798,1,0.003
DK 38088,1,0.003
DK 38764,1,0.003
DK 38826,1,0.003
DK 40484,1,0.003
DK 42600,1,0.003
DK 44995,1,0.003
DK 45343,1,0.003
DK 45361,1,0.003
DK 48127-02,1,0.003
DK 50456,1,0.003
DK 51345,1,0.003
DK 53505-04,1,0.003
DK 56781,1,0.003
DK 57508,1,0.003
DK 58845,1,0.003
DK 59213,1,0.003
DK 64473,1,0.003
DK 66401,1,0.003
DK 67320,1,0.003
DK 75865,1,0.003
DK PO1-42618,1,0.003
DK RO1-37352,1,0.003
DK-017047,1,0.003
DK-01748,1,0.003
DK-020572,1,0.003
DK-02244,1,0.003
DK-02456,1,0.003
DK-035816,1,0.003
DK-045735,1,0.003
DK-046204,1,0.003
DK-059630,1,0.003
DK-063491,1,0.003
DK-063934,1,0.003
DK-065085,1,0.003
DK-065664,1,0.003
DK-066401,1,0.003
DK-066738,1,0.003
DK-069844,1,0.003
DK-071696,1,0.003
DK-072117,1,0.003
DK-080140,1,0.003
DK-080744,1,0.003
DK-082900,1,0.003
DK-09003,1,0.003
DK-094701,1,0.003
DK-106000,1,0.003
DK-112940,1,0.003
DK-26687,1,0.003
DK-36798,1,0.003
DK-41814,1,0.003
DK-43505,1,0.003
DK-45226,1,0.003
DK-46700,1,0.003
DK-46791,1,0.003
DK-46834,1,0.003
DK-46900,1,0.003
DK-48520,1,0.003
DK-50456,1,0.003
DK-54001,1,0.003
DK-55,,
DK-55819,1,0.003
DK-58573,1,0.003
DK-58845,1,0.003
DK-59445,1,0.003
DK-59570,1,0.003
DK-64,,
DK-66006,1,0.003
DK-82424,1,0.003
DK-HD50537,1,0.003
DK007028,1,0.003
DK007651-19,1,0.003
DK007703,1,0.003
DK00776,1,0.003
DK020572,1,0.003
DK020593-33,1,0.003
DK020595,1,0.003
DK02244,1,0.003
DK02671,1,0.003
DK02703,1,0.003
DK02724-01A1,1,0.003
DK02856,1,0.003
DK031801,1,0.003
DK032753-25A1,1,0.003
DK039308,1,0.003
DK040561,1,0.003
DK045735,1,0.003
DK045943,1,0.003
DK046200,1,0.003
DK046240,1,0.003
DK047348,1,0.003
DK051729,1,0.003
DK055006,1,0.003
DK056670,1,0.003
DK058785,1,0.003
DK058816,1,0.003
DK059637,1,0.003
DK060617,1,0.003
DK061084,1,0.003
DK063121,1,0.003
DK063240,1,0.003
DK063954,1,0.003
DK064086,1,0.003
DK064284-S,1,0.003
DK064360,1,0.003
DK064482,1,0.003
DK064587,1,0.003
DK064596,1,0.003
DK064870,1,0.003
DK066358,1,0.003
DK066738,1,0.003
DK066787,1,0.003
DK067172,1,0.003
DK067452,1,0.003
DK067599,1,0.003
DK069652,1,0.003
DK070713,1,0.003
DK070790,1,0.003
DK070941,1,0.003
DK071349,1,0.003
DK071485,1,0.003
DK071891,1,0.003
DK072041,1,0.003
DK072117,1,0.003
DK072206,1,0.003
DK072550,1,0.003
DK072932,1,0.003
DK073541,1,0.003
DK073547,1,0.003
DK073550,1,0.003
DK074556,1,0.003
DK074666,1,0.003
DK074957,1,0.003
DK075360,1,0.003
DK07563,1,0.003
DK076009,1,0.003
DK076077,1,0.003
DK076116,1,0.003
DK07658,1,0.003
DK076608-07,1,0.003
DK07748,1,0.003
DK07759,1,0.003
DK078150,1,0.003
DK079929,1,0.003
DK080327,1,0.003
DK080339,1,0.003
DK080506,1,0.003
DK080786,1,0.003
DK080825,1,0.003
DK081346,1,0.003
DK081673,1,0.003
DK081913,1,0.003
DK082192,1,0.003
DK082496,1,0.003
DK083537,1,0.003
DK084147,1,0.003
DK084669,1,0.003
DK085193,1,0.003
DK085524,1,0.003
DK085526,1,0.003
DK085545,1,0.003
DK085584,1,0.003
DK087635,1,0.003
DK088661,1,0.003
DK089016,1,0.003
DK090070,1,0.003
DK090406,1,0.003
DK090792,1,0.003
DK090918,1,0.003
DK090956,1,0.003
DK091462,1,0.003
DK092237-01,1,0.003
DK092237-02S2,1,0.003
DK092238,1,0.003
DK093507,1,0.003
DK094894,1,0.003
DK095327,1,0.003
DK097599,1,0.003
DK097836,1,0.003
DK098460,1,0.003
DK099716,1,0.003
DK100227,1,0.003
DK100446,1,0.003
DK1008803,1,0.003
DK103616,1,0.003
DK104369,1,0.003
DK107735,1,0.003
DK108329,1,0.003
DK108936,1,0.003
DK109570,1,0.003
DK110104,1,0.003
DK111201,1,0.003
DK111944,1,0.003
DK112940,1,0.003
DK114735,1,0.003
DK115534,1,0.003
DK115679,1,0.003
DK117445012765,1,0.003
DK121559,1,0.003
DK19525,1,0.003
DK20579,1,0.003
DK26687-25,1,0.003
DK27619,1,0.003
DK2818-02,1,0.003
DK33225,1,0.003
DK34818,1,0.003
DK35747,1,0.003
DK36452,1,0.003
DK36798,1,0.003
DK36836,1,0.003
DK37352,1,0.003
DK37948,1,0.003
DK38516,1,0.003
DK39308,1,0.003
DK43051,1,0.003
DK43351,1,0.003
DK44995,1,0.003
DK45029,1,0.003
DK45361,1,0.003
DK45734-07,1,0.003
DK46124,1,0.003
DK48127,1,0.003
DK48201,1,0.003
DK48362,1,0.003
DK48845,1,0.003
DK49181,1,0.003
DK49448,1,0.003
DK50692,1,0.003
DK51158,1,0.003
DK51345,1,0.003
DK51472,1,0.003
DK52134,1,0.003
DK52752,1,0.003
DK53060,1,0.003
DK53061,1,0.003
DK53404,1,0.003
DK53505-04,1,0.003
DK54041,1,0.003
DK54966,1,0.003
DK55406,1,0.003
DK55523,1,0.003
DK56112,1,0.003
DK56341,1,0.003
DK57508,1,0.003
DK58404,1,0.003
DK58573,1,0.003
DK59364,1,0.003
DK59583,1,0.003
DK59630,1,0.003
DK59637,1,0.003
DK59642,1,0.003
DK60692,1,0.003
DK60753,1,0.003
DK61957,1,0.003
DK62803,1,0.003
DK62849,1,0.003
DK63214,1,0.003
DK63303,1,0.003
DK64871,1,0.003
DK66401,1,0.003
DK69624,1,0.003
DK70756,1,0.003
DK70922,1,0.003
DK71507-04,1,0.003
DK75439,1,0.003
DK77616,1,0.003
DK79929,1,0.003
DK83007,1,0.003
DK90728,1,0.003
DK93909,1,0.003
DKP30 26687,1,0.003
DL46200,1,0.003
DLR01GI0925,1,0.003
DLY201502,1,0.003
DMR-0454672,1,0.003
DMR-100-004,1,0.003
DMR-102-016,1,0.003
DMR-103-012,1,0.003
DMR-103-018,1,0.003
DMR-105-070,1,0.003
DMR-106-182,1,0.003
DMR-107-192,1,0.003
DMR-108-188,1,0.003
DMS 0805984,1,0.003
DMS-1201234,1,0.003
DMS-1507620,1,0.003
DMS0904177,1,0.003
DNr521-2010-3490,1,0.003
DO2I-1140,1,0.003
DOCM 24/01/19,1,0.003
DOH 4100038715,1,0.003
DOH-2002,1,0.003
DOH100-TD-C-111-005,1,0.003
DOH101-FDA-61102,1,0.003
DOH101-TD-C-111-002,1,0.003
DOH93-NNB-1012,1,0.003
DOH94-NNB-1014,1,0.003
DOH95-NNB-1012,1,0.003
DOH96-NNB-1041,1,0.003
DOH96-TD-D-113-033,1,0.003
DOH99-TD-B-111-004,1,0.003
DOH99-TD-C-111-007,1,0.003
DP 110100379,1,0.003
DP 170100751,1,0.003
DP006065,1,0.003
DP0773584,1,0.003
DP0774213,1,0.003
DP1 DA028994,1,0.003
DP1 LM012179-04,1,0.003
DP1094301,1,0.003
DP120100920,1,0.003
DP120104604,1,0.003
DP130100508,1,0.003
DP14-1403,1,0.003
DP1400102856,1,0.003
DP160101343,1,0.003
DP2 DA040256,1,0.003
DP2 MD010478,1,0.003
DP2 OD004613,1,0.003
DP2-DA040236,1,0.003
DP2HD084070,1,0.003
DP2OD004437,1,0.003
DP2OD004613,1,0.003
DP3 DK108220,1,0.003
DP3-DK-098129,1,0.003
DP5OD021373-01,1,0.003
DRC-SZ [2016] 884,1,0.003
DRF-2011-04-015,1,0.003
DRF-2012-05-702,1,0.003
DRF-2014-07-020,1,0.003
DRL-0819079,1,0.003
DRL-1251736,1,0.003
DRPM 3.4.8/UN32.14/LT/2017,1,0.003
DS 519,1,0.003
DSF 0603-004193,1,0.003
DST/Disha/Sorf-PM/010/2013/G,1,0.003
DTCRD 101(2)-I-04,1,0.003
DeltaY2beta/otaukappa.51657/14.4.2009,1,0.003
Dnr 521-2013-2674 (K2014-69X-22427-01-4),1,0.003
Dnr M 2011/1816,1,0.003
Dnr M 2014/354,1,0.003
Do 769/4-1,1,0.003
Dossier 28229,1,0.003
E-26/ 100.805/2009,1,0.003
