Accession_Number,DOI,Pubmed_ID,Article_Title,Link,Authors,Source,Research_Area,Document Type,Volume,Issue,Pages,Publication_Date,Times_Cited,Journal_Expected_Citations,Category_Expected_Citations,Journal_Normalized_Citation_Impact,Category_Normalized_Citation_Impact,Percentile_in_Subject_Area,Journal_Impact_Factor
WOS:000181567800012,10.1038/sj.ijo.0802243,MEDLINE:12629565,The impact of weight change on cardiovascular disease risk factors in young black and white adults: the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000181567800012,"Norman, JE; Bild, D; Lewis, CE; Liu, K; West, DS",INTERNATIONAL JOURNAL OF OBESITY,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS,Article,27,3,369-376,2003,104,70.794393,48.54,1.47,2.1425,10.7171,4.419
WOS:000182742500034,10.1161/01.ATV.0000069327.34755.72,MEDLINE:12740226,Confirmation of the microsomal triglyceride transfer protein genetic effect on lipids in young African American men from the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000182742500034,"Juo, SHH; Colangelo, L; Han, ZH; Smith, JD; Liu, K",ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,PERIPHERAL VASCULAR DISEASE; HEMATOLOGY,Letter,23,5,912-913,2003,7,14.136364,5.98,0.5,1.1709,17.98,6.604
WOS:000181552800009,10.1016/S0735-1097(03)00052-4,MEDLINE:12651040,Influence of systolic blood pressure and body mass index on left ventricular structure in healthy African-American and white young adults: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000181552800009,"Lorber, R; Gidding, SS; Daviglus, ML; Colangelo, LA; Liu, K; Gardin, JM",JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,41,6,955-960,2003,58,114.817996,47.13,0.51,1.2305,20.5137,20.589
WOS:000181057800007,10.1093/aje/kwf207,MEDLINE:12578802,"Area characteristics, individual-level socioeconomic indicators, and smoking in young adults - The Coronary Artery Disease Risk Development in Young Adults Study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000181057800007,"Roux, AVD; Merkin, SS; Hannan, P; Jacobs, DR; Kiefe, CI",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,157,4,315-326,2003,137,100.165992,43.4,1.37,3.1567,4.8336,4.526
WOS:000225560800023,10.2105/AJPH.94.12.2125,MEDLINE:15569964,Self-reported experiences of racial discrimination and black-white differences in preterm and low-birthweight deliveries: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000225560800023,"Mustillo, S; Krieger, N; Gunderson, EP; Sidney, S; McCreath, H; Kiefe, CI",AMERICAN JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,94,12,2125-2131,2004,206,74.266212,38.72,2.77,5.3199,1.94,6.464
WOS:000187286900004,10.1038/sj.ejcn.1601739,MEDLINE:14679363,"Dietary intake of n-3, n-6 fatty acids and fish: Relationship with hostility in young adults - the CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000187286900004,"Iribarren, C; Markovitz, JH; Jacobs, DR; Schreiner, PJ; Daviglus, M; Hibbeln, JR",EUROPEAN JOURNAL OF CLINICAL NUTRITION,NUTRITION & DIETETICS,Article,58,1,24-31,2004,78,42.768868,48.94,1.82,1.5939,16.3788,3.291
WOS:000223407900008,10.1016/j.annepidem.2003.10.006,MEDLINE:15301786,"Serum adiponectin in young adults - Interactions with central adiposity, circulating levels of glucose, and insulin resistance: The CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000223407900008,"Steffes, MW; Gross, MD; Schreiner, PJ; Yu, XH; Hilner, JE; Gingerich, R; Jacobs, DR",ANNALS OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,14,7,492-498,2004,80,35.470588,38.72,2.26,2.066,10.7049,2.573
WOS:000224361000004,10.1093/aje/kwh289,MEDLINE:15466497,"Insulin-like growth factor-1, insulin-like growth factor binding protein-3, and cardiovascular disease risk factors in young black men and white men - The CARDIA Male Hormone Study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000224361000004,"Colangelo, LA; Liu, K; Gapstur, SM",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,160,8,750-757,2004,30,100.576471,38.72,0.3,0.7747,37.6642,4.526
WOS:000222836500002,10.1207/s15324796abm2801_2,MEDLINE:15249254,Increases in job strain are associated with incident hypertension in the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000222836500002,"Markovitz, JH; Matthews, KA; Whooley, M; Lewis, CE; Greenlund, KJ",ANNALS OF BEHAVIORAL MEDICINE,"PSYCHOLOGY, MULTIDISCIPLINARY",Article,28,1,9-Apr,2004,64,71.22449,36.19,0.9,1.7685,14.3553,4.48
WOS:000220496500012,n/a,MEDLINE:15051603,Association between serum gamma-glutamyltransferase and dietary factors: the Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000220496500012,"Lee, DH; Steffen, LM; Jacobs, DR",AMERICAN JOURNAL OF CLINICAL NUTRITION,NUTRITION & DIETETICS,Article,79,4,600-605,2004,79,105.576177,48.94,0.75,1.6143,16.0631,6.766
WOS:000224825800022,10.2337/diacare.27.11.2707,MEDLINE:15505009,"Risk factors for the metabolic syndrome - The Coronary Artery Risk Development in Young Adults (CARDIA) study, 1985-2001",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000224825800022,"Carnethon, MR; Loria, CM; Hill, JO; Sidney, S; Savage, PJ; Liu, K",DIABETES CARE,ENDOCRINOLOGY & METABOLISM,Article,27,11,2707-2715,2004,189,110.164444,48.95,1.72,3.8607,3.4483,16.019
WOS:000224997200011,10.1097/00149831-200410000-00011,MEDLINE:15616417,Parental history of stroke and myocardial infarction predicts coronary artery calcification: The Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000224997200011,"Fornage, M; Lopez, DS; Roseman, JM; Siscovick, DS; Wong, ND; Boerwinkle, E",EUROPEAN JOURNAL OF CARDIOVASCULAR PREVENTION & REHABILITATION,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,11,5,421-426,2004,17,29.463768,45.42,0.58,0.3743,52.2463,n/a
WOS:000188439000010,10.1161/01.CIR.0000109487.46725.02,MEDLINE:14732757,Polymorphism of the soluble epoxide hydrolase is associated with coronary artery calcification in African-American subjects - The Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000188439000010,"Fornage, M; Boerwinkle, E; Doris, PA; Jacobs, D; Liu, K; Wong, ND",CIRCULATION,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,109,3,335-339,2004,107,149.116822,50.69,0.72,2.1109,9.6541,23.603
WOS:000226077100033,n/a,MEDLINE:15598782,"Longitudinal associations of age, anthropometric and lifestyle factors with serum total insulin-like growth factor-I and IGF binding protein-3 levels in black and white men: the CARDIA male hormone study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000226077100033,"Gapstur, SM; Kopp, P; Chiu, BCH; Gann, PH; Colangelo, LA; Liu, K",CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ONCOLOGY",Article,13,12,2208-2216,2004,35,53.055363,45.05,0.66,0.777,32.5475,4.344
WOS:000220180600007,10.1093/aje/kwh079,MEDLINE:15003962,Relation of ascorbic acid to coronary artery calcium - The Coronary Artery Risk Development in Young Adults Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000220180600007,"Simon, JA; Murtaugh, MA; Gross, MD; Loria, CM; Hulley, SB; Jacobs, DR",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,159,6,581-588,2004,17,100.576471,38.72,0.17,0.439,57.4432,4.526
WOS:000222461800015,10.1161/01.CIR.0000133415.37578.E4,MEDLINE:15210592,Blood pressure reactivity to psychological stress predicts hypertension in the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000222461800015,"Matthews, KA; Katholi, CR; McCreath, H; Whooley, MA; Williams, DR; Zhu, S; Markovitz, JH",CIRCULATION,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE,Article,110,1,74-78,2004,228,149.116822,50.69,1.53,4.498,2.9038,23.603
WOS:000220897100010,10.1093/ije/dyh003,MEDLINE:15082626,A matter of life and breath: childhood socioeconomic status is related to young adult pulmonary function in the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000220897100010,"Jackson, B; Kubzansky, LD; Cohen, S; Weiss, S; Wright, RJ",INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,33,2,271-278,2004,50,50.412698,38.72,0.99,1.2912,21.4716,7.707
WOS:000189287500020,10.1373/clinchem.2003.028852,MEDLINE:14726472,Association of serum carotenoids and tocopherols with gamma-glutamyltransferase: The Cardiovascular Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000189287500020,"Lee, DH; Gross, MD; Jacobs, DR",CLINICAL CHEMISTRY,MEDICAL LABORATORY TECHNOLOGY,Article,50,3,582-588,2004,81,67.930108,23.83,1.19,3.3995,5.0597,7.292
WOS:000220302000011,10.1038/sj.ijo.0802551,MEDLINE:14770188,Excess gains in weight and waist circumference associated with childbearing: The Coronary Artery Risk Development in Young Adults Study (CARDIA),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000220302000011,"Gunderson, EP; Murtaugh, MA; Lewis, CE; Quesenberry, CP; West, DS; Sidney, S",INTERNATIONAL JOURNAL OF OBESITY,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS,Article,28,4,525-535,2004,153,68.099206,48.95,2.25,3.1259,5.3277,4.419
WOS:000226678700018,10.1038/oby.2004.255,MEDLINE:15687406,Development of overweight associated with childbearing depends on smoking habit: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000226678700018,"Gunderson, EP; Quesenberry, CP; Lewis, CE; Tsai, AL; Sternfeld, B; West, DS; Sidney, S",OBESITY RESEARCH,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,12,12,2041-2053,2004,22,62.203125,48.95,0.35,0.4495,56.1931,n/a
WOS:000221557100003,10.1093/aje/kwh146,MEDLINE:15155287,Long-term plasma lipid changes associated with a first birth - The coronary artery risk development in young adults study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000221557100003,"Gunderson, EP; Lewis, CE; Murtaugh, MA; Quesenberry, CP; West, DS; Sidney, S",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,159,11,1028-1039,2004,46,100.576471,38.72,0.46,1.1879,24.0068,4.526
WOS:000229794500006,10.1086/431366,MEDLINE:15897982,Polymorphisms within the C-reactive protein (CRP) promoter region are associated with plasma CRP levels,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000229794500006,"Carlson, CS; Aldred, SF; Lee, PK; Tracy, RP; Schwartz, SM; Rieder, M; Liu, KA; Williams, OD; Iribarren, C; Lewis, EC; Fornage, M; Boerwinkle, E; Gross, M; Jaquish, C; Nickerson, DA; Myers, RM; Siscovick, DS; Reiner, AP",AMERICAN JOURNAL OF HUMAN GENETICS,GENETICS & HEREDITY,Article,77,1,64-77,2005,236,126.554945,48.96,1.86,4.8198,2.2926,10.502
WOS:000228010300016,10.1136/jech.2003.018846,MEDLINE:15767387,"Neighbourhood characteristics, individual level socioeconomic factors, and depressive symptoms in young adults: the CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000228010300016,"Henderson, C; Roux, AVD; Jacobs, DR; Kiefe, CI; West, D; Williams, DR",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,59,4,322-328,2005,76,56.031646,36.6,1.36,2.0766,10.8502,3.342
WOS:000226477700008,10.1016/j.socscimed.2004.06.056,MEDLINE:15589670,Impact of socioeconomic status on longitudinal accumulation of cardiovascular risk in young adults: the CARDIA Study (USA),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000226477700008,"Karlamangla, AS; Singer, BH; Williams, DR; Schwartz, JE; Matthews, KA; Kiefe, CI; Seeman, TE",SOCIAL SCIENCE & MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SOCIAL SCIENCES, BIOMEDICAL",Article,60,5,999-1015,2005,63,63.211838,39.34,1,1.6015,14.4109,3.616
WOS:000228166900012,10.1249/01.MSS.0000158190.56061.32,MEDLINE:15809559,"A longitudinal study of physical activity and heart rate recovery: CARDIA, 1987-1993",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000228166900012,"Carnethon, MR; Jacobs, DR; Sidney, S; Sternfeld, B; Gidding, SS; Shoushtari, C; Liu, K",MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,SPORT SCIENCES,Article,37,4,606-612,2005,54,61.121212,34.26,0.88,1.5761,18.7129,4.029
WOS:000233690100004,10.1097/01.psy.0000188443.48405.eb,MEDLINE:16314588,Relation of childhood socioeconomic status and family environment to adult metabolic functioning in the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000233690100004,"Lehman, BJ; Taylor, SE; Kiefe, CI; Seeman, TE",PSYCHOSOMATIC MEDICINE,"PSYCHOLOGY, MULTIDISCIPLINARY; PSYCHOLOGY; PSYCHIATRY",Article,67,6,846-854,2005,118,65.244898,39.05,1.81,3.0215,5.3155,3.702
WOS:000227126200003,10.1093/aje/kwi062,MEDLINE:15718478,"Alcohol consumption, binge drinking, and early coronary calcification: Findings from the coronary artery risk development in young adults (CARDIA) study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000227126200003,"Pletcher, MJ; Varosy, P; Kiefe, CI; Lewis, CE; Sidney, S; Hulley, SB",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,161,5,423-433,2005,82,75.963115,36.6,1.08,2.2405,9.6727,4.526
WOS:000231363800014,10.1093/aje/kwi215,MEDLINE:16076836,Validity of self-reports of reasons for hospitalization by young adults and risk factors for discordance with medical records,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000231363800014,"Rahman, A; Gibney, L; Person, SD; Williams, OD; Kiefe, C; Jolly, P; Roseman, J",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,162,5,491-498,2005,17,75.963115,36.6,0.22,0.4645,54.8889,4.526
WOS:000227156400016,10.1016/j.amjcard.2004.11.010,MEDLINE:15721105,"Relation of echocardiographic left ventricular mass, geometry and wall stress, and left atrial dimension to coronary calcium in young adults (The CARDIA Study)",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000227156400016,"Gardin, JM; Iribarren, C; Detrano, RC; Liu, K; Schreiner, PJ; Loria, CM; Wong, ND",AMERICAN JOURNAL OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,95,5,626-629,2005,16,35.830846,41.59,0.45,0.3847,53.6977,2.57
WOS:000234348100006,10.1089/jwh.2005.14.917,MEDLINE:16372893,Do long-term HDL-C declines associated with a first birth vary by apo E phenotype? The coronary artery risk development in young adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000234348100006,"Gunderson, EP; Whitmer, RA; Lewis, CE; Quesenberry, CP; West, DS; Sidney, S",JOURNAL OF WOMENS HEALTH,"Women's Studies; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; OBSTETRICS & GYNECOLOGY",Article,14,10,917-928,2005,2,25.368421,23.81,0.08,0.084,65.1587,1.933
WOS:000233478800014,10.1016/j.ahj.2005.04.016,MEDLINE:16290964,Cocaine and coronary calcification in young adults: The Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000233478800014,"Pletcher, MJ; Kiefe, CI; Sidney, S; Carr, JJ; Lewis, CE; Hulley, SB",AMERICAN HEART JOURNAL,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,150,5,921-926,2005,12,43.64433,41.59,0.27,0.2885,61.0424,4.153
WOS:000225991100022,10.1373/clinchem.2004.037630,MEDLINE:15514100,Plasma F-2-isoprostanes and coronary artery calcification: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000225991100022,"Gross, M; Steffes, M; Jacobs, DR; Yu, XH; Lewis, L; Lewis, CE; Loria, CM",CLINICAL CHEMISTRY,MEDICAL LABORATORY TECHNOLOGY,Article,51,1,125-131,2005,93,45.544503,22.27,2.04,4.1768,3.1557,7.292
WOS:000228978900017,10.1093/ije/dyh381,MEDLINE:15659475,Socioeconomic status and health: is parasympathetic nervous system activity an intervening mechanism?,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000228978900017,"Sloan, RP; Huang, MH; Sidney, S; Liu, K; Williams, OD; Seeman, T",INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,34,2,309-315,2005,24,71.727273,36.6,0.33,0.6558,43.0854,7.707
WOS:000226213100026,10.1016/S0140-6736(04)17663-0,MEDLINE:15639678,"Fast-food habits, weight gain, and insulin resistance (the CARDIA study): 15-year prospective analysis",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000226213100026,"Pereira, MA; Kartashov, AI; Ebbeling, CB; Van Horn, L; Slattery, M; Jacobs, DR; Ludwig, DS",LANCET,ENDOCRINOLOGY & METABOLISM,Article,365,9453,36-42,2005,707,304.216138,47.07,2.32,15.0214,0.1957,60.392
WOS:000230281900011,10.1016/j.metabol.2005.02.005,MEDLINE:15988700,Inverse effects of the PPAR gamma 2 Pro12Ala polymorphism on measures of adiposity over 15 years in African Americans and whites - The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000230281900011,"Fornage, M; Jacobs, DR; Steffes, MW; Gross, MD; Bray, MS; Schreiner, PJ",METABOLISM-CLINICAL AND EXPERIMENTAL,ENDOCRINOLOGY & METABOLISM,Article,54,7,910-917,2005,21,31.898785,47.07,0.66,0.4462,58.9368,6.159
WOS:000230101200015,10.1373/clinchem.2004.045872,MEDLINE:15890893,Serum gamma-glutamyltransferase was differently associated with microalbuminuria by status of hypertension or diabetes: The coronary artery risk development in young adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000230101200015,"Lee, DH; Jacobs, DR; Gross, M; Steffes, M",CLINICAL CHEMISTRY,MEDICAL LABORATORY TECHNOLOGY,Article,51,7,1185-1191,2005,47,45.544503,22.27,1.03,2.1109,10.4051,7.292
WOS:000227450900019,10.1194/jlr.M400437-JLR200,MEDLINE:15604515,"APOA5 polymorphisms influence plasma triglycerides in young, healthy African Americans and whites of the CARDIA Study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000227450900019,"Klos, KLE; Hamon, S; Clark, AG; Boerwinkle, E; Liu, K; Sing, CF",JOURNAL OF LIPID RESEARCH,BIOCHEMISTRY & MOLECULAR BIOLOGY,Article,46,3,564-570,2005,46,54.32971,54.2,0.85,0.8487,33.3846,4.483
